Term    ScopeNote   Use for Use Broader Narrower    Related Reference   Class   Code
"Consultancy"	""	""#9"CONTRACTING-OUT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Consultants"	""#9"Advisors (external to the agency)|Contractors|Subcontractors"	""#9"CONTRACTING-OUT|EMPLOYMENT CONDITIONS|POLICY"#9""#9"Fees"	"RMO Keyword AAA"	"subject descriptor"	""
"Consultations (advice)"	""	""#9"ADVICE"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Consumables"	""	""#9"EQUIPMENT & STORES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Contents Lists (stock)"	""	""#9"INVENTORY"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Context Analysis"	"The analysis of the legislative, policy, and social context of the organisation in order to assess and respond to community responses, demand, and future developments."#9""	""#9"CONTRACTING-OUT|EMPLOYMENT CONDITIONS"#9""#9"Functional Analysis"	"RMO Keyword AAA"	"subject descriptor"	""
"Contingency plan"	""	""#9"Counter Disaster Plan|Essential Services Contingency Plan"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Continuous Improvement"	""	""#9"Quality"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Contract Cleaning"	""	""#9"CONTRACTING-OUT|MAINTENANCE"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Contract Hours"	""	""#9"Working Hours"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Contract Management"	""	""#9"CONTRACTING-OUT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"CONTRACTING-OUT"	"The activities involved in arranging, procuring and managing the performance of work or the provision of services by an external contractor or consultant, or by using external bureau services. Sometimes referred to as outsourcing. 

See TENDERING for the process of receiving and assessing tenders from potential external consultants for services, prior to the contract agreement.

Tip: Classify the provision of consultancy services to other organisations with terms from the organisation's functional thesaurus."#9"Consultancy|Contract Cleaning|Contract Management|Out-Sourcing"	""#9"COMMUNITY RELATIONS|EQUIPMENT & STORES|FINANCIAL MANAGEMENT|FLEET MANAGEMENT|INFORMATION MANAGEMENT|LEGAL SERVICES|OCCUPATIONAL HEALTH & SAFETY (OH&S)|PERSONNEL|PROPERTY MANAGEMENT|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Address Lists|Advertising|Archives|Campaigns|Cleaning|Consultants|Context Analysis|Contracts|Defaults|Economic Appraisal|Fees|Functional Analysis|Library Materials|Mail Services|Printing|Records|Service Agreements"#9"COMPLIANCE|POLICY|TENDERING"	"RMO Keyword AAA"	"activity descriptor"	""
"Contractors"	""	""#9"Consultants"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Contracts"	"Formal signed agreements, excluding service agreements and leases, enforceable by law.

See Leases for contracts relating to the use of premises or equipment for fixed periods."#9"Agreements (contracts)"	""#9"CONSTRUCTION|CONTRACTING-OUT|EMPLOYMENT CONDITIONS|JOINT VENTURES|PLANNING|REVIEWING|TENDERING"#9""#9"Bonds (agreements)|Service Agreements"	"RMO Keyword AAA"	"subject descriptor"	""
"CONTROL"	"The activities associated with creating, maintaining and evaluating control mechanisms. Includes classification, indexing, registration, forms design etc. to ensure maximum control over records and recordkeeping systems. Also includes control mechanisms for other information resources and systems."#9""	""#9"INFORMATION MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Archives|Barcoding|Catalogues|Classification|Computer Output Microform (COM)|Design|Electronic Data Interchange (EDI)|Finding Aids|Folio/Forms Management|Form Letters (design)|Indexes|Library Materials|Mail Management|Mail Services|Metadata Management|Records|Registers|Registration|Thesaurus"#9"AUDIT"	"RMO Keyword AAA"	"activity descriptor"	""
"Conventions (conferences)"	""	""#9"CONFERENCES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Conversions"	""	""#9"Alterations"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Cooperation"	""	""#9"Co-research|JOINT VENTURES|LIAISON"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Co-ordination Committees"	""	""#9"COMMITTEES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Copyright"	"The administration of copyright owned by the organisation or seeking permission to use works under copyright owned by others.  Includes the exclusive right by law to reproduce, publish, perform in public, broadcast, make adaptions or otherwise control a literary, dramatic, artistic or electronically produced work."#9"Crown Copyright"	""#9"INFRINGEMENTS|INTELLECTUAL PROPERTY"#9""#9"Declarations|Patents|Royalties (payments)|Software|Trademarks"	"RMO Keyword AAA"	"subject descriptor"	""
"Core Time"	""	""#9"Flexible Hours"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Co-research"	""#9"Cooperation"	""#9"JOINT VENTURES"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Corporate Finance"	""	""#9"FINANCIAL MANAGEMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Corporate Plan"	"The application of broad systematic management planning to a particular corporate entity. Includes the definition of the corporate mission, objectives and strategies which provide direction for securing the future. In some organisations Corporate Plans and Strategic Plans may be included in the one document."#9""	""#9"IMPLEMENTATION|PLANNING"#9""#9"Business Plan|Strategic Plan"	"RMO Keyword AAA"	"subject descriptor"	""
"Corporate Planning"	""	""#9"STRATEGIC MANAGEMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"CORPORATE STYLE"	"The activity of compiling and administering guidelines on the consistency in written style, graphic design etc within the organisation's documents. Includes designing logos, letterhead, stationery, publications etc. that incorporate the corporate image of the organisation.

See INFORMATION MANAGEMENT - CONTROL for the design of forms.

See COMMUNITY RELATIONS - MARKETING for the promotion of the corporate image.

Tip: PUBLICATION - PRODUCTION may be used for the application of the corporate style to specific publications."#9"Forms of Address (correspondence)|Style of Address (correspondence)"	""#9"PUBLICATION"#9"Addressing (correspondence)|Brochures|Design|House Style|Layout|Letterhead|Logos|Newsletters"#9"STANDARDS"	"RMO Keyword AAA"	"activity descriptor"	""
"Corporatisation"	"Public sector enterprises being restructured as 100% government-owned companies, operating under the Companies Code and with a Board of Directors appointed by the government."#9""	""#9"POLICY|PROCEDURES|RESTRUCTURING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Corrections"	""	""#9"VARIATIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"CORRUPTION"	"The processes which allow the disclosure of corruption, and strategies for the prevention of corruption. Includes involvement in corruption prevention projects undertaken by the Independent Commission Against Corruption (ICAC) and the education of staff about corruption prevention disclosures."#9""	""#9"FINANCIAL MANAGEMENT|STRATEGIC MANAGEMENT"#9"Administrative Appeals Tribunal|Disclosures|Fraud"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Cost (fees)"	""	""#9"Fees"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Cost Benefit Analysis"	"Measuring the costs of an alternative against the benefits resulting from the alternative."#9""	""#9"APPLICATION DEVELOPMENT|BUDGETING|PLANNING|REPORTING"#9""#9"Economic Appraisal"	"RMO Keyword AAA"	"subject descriptor"	""
"Costings"	""	""#9"Estimates"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"COUNSELLING"	"The activities associated with giving advice or guidance to an employee for various reasons.

Tip: If the counselling is a result of disciplinary procedures, document the counselling matters on the PERSONNEL - DISCIPLINE file."#9"Guidance (counselling individuals)"	""#9"PERSONNEL"#9"Career Guidance|Offences|Volunteers"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Counter Disaster Plan"	"A written procedure setting out the measures to be taken to minimise the risks and effects of disasters such as fire, flood, or earthquake etc. and to recover, save or secure assets should such a disaster occur. May include prevention, preparedness, reaction and recovery techniques."#9"Contingency plan|Disaster Recovery Plan"	""#9"CONSERVATION|DATA ADMINISTRATION|DATABASE MANAGEMENT|PLANNING|RISK MANAGEMENT"#9""#9"Backups|Emergency (procedures)|Essential Services Contingency Plan|Preventative Action|Storage (areas)|Vital Records"	"RMO Keyword AAA"	"subject descriptor"	""
"Courier Services"	""#9"Messenger Services"	""#9"DISTRIBUTION"#9""#9"Deliveries"	"RMO Keyword AAA"	"subject descriptor"	""
"Courses"	"Tip: Add the names of the courses as free text."#9""	""#9"TRAINING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Court cases"	""	""#9"LITIGATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Credit Ratings"	"Evaluation of the creditworthiness of an organisation."#9""	""#9"RISK MANAGEMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Criminal Record Checks"	""#9""	""#9"EMPLOYMENT CONDITIONS|RECRUITMENT|SECURITY"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Crown Copyright"	""	""#9"Copyright"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Crown Solicitor's Advisings"	""	""#9"ADVICE"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Crown Tenancies"	""	""#9"Leases"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Cultural Diversity"	""	""#9"Ethnic Affairs"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Customer Profiles"	"Information accumulated about customers which may include details about management structures and decision making."#9""	""#9"CUSTOMER SERVICE|MARKETING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"CUSTOMER SERVICE"	"The activities associated with the planning, monitoring and evaluation of services provided to customers by the organisation.

See SUGGESTIONS for customer suggestions offered to the organisation."#9""	""#9"COMMUNITY RELATIONS|INFORMATION MANAGEMENT|STRATEGIC MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Access|After Hours Support|Alternate Dispute Resolution (ADR)|Archives|Customer Profiles|Guarantees of Service (GOS)|Help/Information Desks|Interpreters|Library Materials|Persons with Disabilities|Records|Surveys|User Education|Web Sites"#9"SUGGESTIONS"	"RMO Keyword AAA"	"activity descriptor"	""
"Damages (payment)"	""	""#9"PAYMENTS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Danger Signals"	""	""#9"SECURITY|Site Signage"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"DATA ADMINISTRATION"	"The activities associated with maintaining and using the data that is held in a system, either automated or manual. Includes the maintenance of data dictionaries and the application of vital records and counter disaster plan objectives to safeguard against data loss or corruption.

See DATABASE MANAGEMENT for the management of the system that supports the data."#9""	""#9"INFORMATION MANAGEMENT"#9"Access|Classification|Counter Disaster Plan|Data Dictionaries|Data Protection|Electronic Data Interchange (EDI)|Electronic Data Processing (EDP)|Management Information Systems (MIS)|Manuals|Metadata Management|Passwords (security)|Specifications|Tests|Viruses"#9"DATABASE MANAGEMENT"	"RMO Keyword AAA"	"activity descriptor"	""
"Data Dictionaries"	"Dictionaries of data elements within systems and their defining characteristics, eg. size of field, length of field, character-based or non-character based."#9""	""#9"APPLICATION DEVELOPMENT|DATA ADMINISTRATION|DATABASE MANAGEMENT"#9""#9"Metadata Management"	"RMO Keyword AAA"	"subject descriptor"	""
"Data Protection"	""#9""	""#9"DATA ADMINISTRATION|PRIVACY|SECURITY"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"DATABASE MANAGEMENT"	"The activities associated with the building, prototyping and testing of databases. Includes the management of user rules, passwords, regular programs of backups and journals and monitoring usage and response times."#9""	""#9"TECHNOLOGY & TELECOMMUNICATIONS"#9"Accuracy Monitors|Backups|Catalogues|Counter Disaster Plan|Data Dictionaries|Internet|Intranet|Journal Logs|Management Information Systems (MIS)|Networks|Passwords (security)|Specifications|Systems Administration|Viruses|Web Sites"#9"APPLICATION DEVELOPMENT|DATA ADMINISTRATION"	"RMO Keyword AAA"	"activity descriptor"	""
"Deaths"	"Place items relating to the death and funeral of an employee on personal file.

See Funerals for arrangements, leave and procedures for funerals.

See GREETINGS for condolences on the death of a person on which the organisation does not hold a file.

See the Personnel Handbook for matters relating to payments to deceased estates."#9""	""	""#9""#9""	"RMO Keyword AAA"	"SEE"	""
"Debt Collection/Recovery"	""	""#9"Debts"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Debts"	""#9"Debt Collection/Recovery"	""#9"ACCOUNTING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Decentralisation"	"The action of distributing administrative powers etc. which had formerly been concentrated in a single area to a number of authorities on a basis other than that of regionalisation."#9""	""#9"PLANNING|RESTRUCTURING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Declarations"	"Signed statements acknowledging details and conditions relating to the subject matter."#9""	""#9"INFRINGEMENTS|INTELLECTUAL PROPERTY"#9""#9"Copyright"	"RMO Keyword AAA"	"subject descriptor"	""
"Decorations"	"Includes pictures, posters, plants etc. used for decorating."	""#9"Furnishings"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Decrees (legal)"	""	""#9"Proclamations"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Deductions"	""#9""	""#9"SALARIES"#9""#9"Payroll"	"RMO Keyword AAA"	"subject descriptor"	""
"Deeds (titles)"	""	""#9"Land Titles"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Defamation"	"False or unjustified injury of the good reputation of another."#9""	""#9"GRIEVANCES|PUBLIC REACTION"#9""#9"Complaints"	"RMO Keyword AAA"	"subject descriptor"	""
"Defaults"	"Failure to meet an obligation especially of a financial or legal nature."#9""	""#9"CONSTRUCTION|CONTRACTING-OUT|EMPLOYMENT CONDITIONS|LEASING|LEASING-OUT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Delegated Authority"	""	""#9"Delegations (authority)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Delegates (representatives)"	""	""#9"REPRESENTATIVES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Delegations (authority)"	""#9"Delegated Authority|Financial Delegations"	""#9"AUTHORISATION|REPRESENTATIVES"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Deliveries"	""#9""	""#9"DISTRIBUTION"#9""#9"Courier Services"	"RMO Keyword AAA"	"subject descriptor"	""
"Demarcation"	""#9""	""#9"CLAIMS|DISPUTES|INDUSTRIAL ACTION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Demolition"	""#9""	""#9"DISPOSAL"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Demonstrations"	""	""#9"EXHIBITIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Depositories/Depots"	""	""#9"Storage (areas)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Design"	""#9""	""#9"CONTROL|CORPORATE STYLE|EXHIBITIONS|PRODUCTION"#9""#9"Brochures"	"RMO Keyword AAA"	"subject descriptor"	""
"Destruction"	""	""#9"DISPOSAL|Vandalism"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Determinations"	"Determinations made or handed down by the relevant authorities which affect the salaries and/or working conditions of personnel.

See INDUSTRIAL RELATIONS - ENTERPRISE BARGAINING - Enterprise Agreements for salary agreements between employers and employees."#9"Conditions of Employment"	""#9"AGREEMENTS|DISCIPLINE|GRIEVANCES"#9""#9"APPEALS (decisions)|Enterprise Agreements"	"RMO Keyword AAA"	"subject descriptor"	""
"Development (personnel)"	""	""#9"STAFF DEVELOPMENT"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Directions/Directives (instructions)"	""	""#9"COMPLIANCE|Guidelines|POLICY"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Disability Plans"	""#9""	""#9"PLANNING"#9""#9"Access and Equity|Persons with Disabilities|Reasonable Adjustment"	"RMO Keyword AAA"	"subject descriptor"	""
"Disabled Access"	""#9""	""#9"CONSTRUCTION|PLANNING|SECURITY"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Disabled/Disabled Persons"	""	""#9"Persons with Disabilities"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Disagreements (labour)"	""	""#9"DISPUTES"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Disaster Recovery Plan"	""	""#9"Counter Disaster Plan"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Disciplinary Appeals (personnel)"	""	""#9"DISCIPLINE"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"DISCIPLINE"	"The activities and actions associated with the disciplinary process. Includes investigation, charges, formal inquiries, punishment and appeals.

See INDUSTRIAL RELATIONS - DISPUTES if the discipline results in a dispute.

Tip: If the disciplined officer is counselled, add the counselling records to the DISCIPLINE file."#9"Disciplinary Appeals (personnel)|Violations"	""#9"PERSONNEL"#9"Determinations|Discrimination|Offences|Punishments|Thefts|Volunteers"#9"DISPUTES|GRIEVANCES"	"RMO Keyword AAA"	"activity descriptor"	""
"Disclosures"	"Revealing corrupt conduct, serious maladministration or serious and substantial waste in the public sector.  Includes procedures for making disclosures and protecting persons from reprisals. Commonly referred to as 'whistle blowing'."#9"Illegal Disclosure of Information|Leaks (information)|Whistle Blowing"	""#9"CORRUPTION|SECURITY"#9""#9"Freedom of Information (FOI)"	"RMO Keyword AAA"	"subject descriptor"	""
"Discovery Orders"	""#9""	""#9"COMPLIANCE|ENQUIRIES|LITIGATION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Discrimination"	"The action of making distinctions between persons on the basis of sex, race, marital status, age, religion, politics, physical or mental disabilities, sexual preference and membership or non-membership of unions. Includes measures to prevent discrimination in the workplace.

See Anti-Discrimination for measures taken to prevent discrimination in the workplace."#9"Handicap (discrimination on grounds of)"	""#9"CLAIMS|DISCIPLINE|GRIEVANCES|POLICY"#9""#9"Affirmative Action|Anti-Discrimination|Equal Employment Opportunity (EEO)|Equal Opportunity Tribunal|Harassment|Persons with Disabilities"	"RMO Keyword AAA"	"non-preferred"	""
"Discussion Papers"	""#9""	""#9"COMMITTEES|MEETINGS|REPORTING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Displays"	""	""#9"EXHIBITIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"DISPOSAL"	"The process of disposing of property no longer required by the organisation, by sale, transfer, termination of lease, auction, or destruction. Includes destruction or transfer to archives, and the program of activities to facilitate the orderly transfer of semi-active and inactive records from current office space into low-cost or archival storage. Add what is being disposed of as free text.

See INFORMATION MANAGEMENT - POLICY for the drafting and authorisation of disposal schedules for records.

See MOVING for the transfer of premises, branches or items from one organisation to another or within an organisation without a sale being made or a lease being drawn up.

"#9"Destruction|File Disposal|Records Disposal|Shredding (records)"	""#9"EQUIPMENT & STORES|FLEET MANAGEMENT|INFORMATION MANAGEMENT|PROPERTY MANAGEMENT|TECHNOLOGY & TELECOMMUNICATIONS"#9"Appliances|Archives|Auctions|Closure|Demolition|Electronic Mail (E-Mail)|Exchanges|Furnishings|Furniture|Hardware (computers)|Internet|Intranet|LAN|Land Titles|Library Materials|Manuals|Newscuttings|Newsletters|Real Estate|Records|Sales|Schedules|Semi-Active Records|Software|Transfers|Vehicles|Vital Records|Voice Mail|WAN"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Disposal Authorities"	""	""#9"Disposal Schedules"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Disposal Schedules"	""#9"Disposal Authorities|Records Retention"	""#9"POLICY"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"DISPUTES"	"The process of handling any disagreement pertaining to awards, agreements, demarcation issues, breaches of injunctions, secret ballots, etc.

See DISCIPLINE for disciplining staff members.

See INDUSTRIAL RELATIONS - INDUSTRIAL ACTION for disputes that result in lock-outs, strikes and other industrial action."#9"Disagreements (labour)"	""#9"INDUSTRIAL RELATIONS"#9"Arbitration|Demarcation|Negotiations|Volunteers|Work to Rules (labour)"#9"DISCIPLINE|GRIEVANCES|INDUSTRIAL ACTION|LITIGATION|PAYMENTS"	"RMO Keyword AAA"	"activity descriptor"	""
"Disputes (legal)"	""	""#9"CLAIMS|LITIGATION"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"DISTRIBUTION"	"The activities associated with diseminating items, correspondence, or publications through sales, deliveries, or other customer services."#9"Supply"	""#9"EQUIPMENT & STORES|INFORMATION MANAGEMENT|PUBLICATION"#9"Address Lists|Brochures|Catalogues|Courier Services|Deliveries|Inter-Library Loans (ILL)|Library Materials|Mailing Lists|Manuals|Newsletters|Records"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"DONATIONS"	"The activities associated with managing money, items, artefacts or property donated to the organisation, or by the organisation and or its staff to charities etc. Includes managing unsolicited donations.

Tip: Add Bequests as a descriptor for gifts of money, property received by will, etc.

Tip: Add Trusts as a descriptor for property or money held by the organisation on behalf of and for the benefit of other persons or organisations."#9"Collections (money)"	""#9"COMMUNITY RELATIONS|INFORMATION MANAGEMENT"#9"Archives|Bequests|Library Materials|Manuals|Trusts"#9"SOCIAL CLUBS"	"RMO Keyword AAA"	"activity descriptor"	""
"Downgradings (positions)"	""	""#9"VARIATIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Draft Acts"	""	""#9"Bills (parliamentary)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"DRAFTING"	"The activities associated with preparing preliminary drafts or outlines of addresses, reports, plans, sketches, etc. prior to production.

See PUBLICATION - PRODUCTION for classifying master copies of drafts and details relating to layout etc. when drafts are ready for production.

See STRATEGIC MANAGEMENT - LEGISLATION for the drafting of legislation."#9"Drafts"	""#9"PUBLICATION"#9"Annual Report|Brochures|Equal Employment Opportunity (EEO)|Ethnic Affairs|Literary Contributions|Newsletters|Publications|Surveys"#9"RESEARCH"	"RMO Keyword AAA"	"activity descriptor"	""
"Drafts"	""	""#9"DRAFTING"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Driving Offences"	""	""#9"INFRINGEMENTS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Duties Statements (establishment)"	""	""#9"Position Descriptions"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"EAPS"	"An acronym for Ethnic Affairs Policy Statement. "	""#9"Ethnic Affairs"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Economic Appraisal"	"The process of providing an analysis of the costs and benefits of a project including a comparison of a range of options."#9""	""#9"BUDGETING|CONTRACTING-OUT|EVALUATION|PLANNING|REPORTING|TENDERING"#9""#9"Cost Benefit Analysis"	"RMO Keyword AAA"	"subject descriptor"	""
"Economic Forecasting"	""#9"Forecasts"	""#9"BUDGETING"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"EDI"	"An abbreviation for Electronic Data Interchange. "	""#9"Electronic Data Interchange (EDI)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"EDP"	"An abbreviation for Electronic Data Processing. "	""#9"Electronic Data Processing (EDP)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"EEO"	"An abbreviation for Equal Employment Opportunity. "	""#9"Equal Employment Opportunity (EEO)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"EIS"	"An abbreviation for Environmental Impact Statement or Studies. "	""#9"Environmental Impact Statement/Studies (EIS)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Electricity"	"See Energy for energy management planning, policy, procedures and reports."#9"Power (electricity)"	""#9"INSTALLATION|MAINTENANCE"#9""#9"Energy|Heating"	"RMO Keyword AAA"	"subject descriptor"	""
"Electronic Data Interchange (EDI)"	"The transfer of structured data by agreed message standards from computer to computer by electronic means. Electronic Data Interchange (EDI) can also be applied to the exchange of transactions such as orders and invoices between trading partners."#9"EDI"	""#9"CONTROL|DATA ADMINISTRATION|EVALUATION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Electronic Data Processing (EDP)"	"The application of computers to operational systems of the organisation, such as accounting and stock control."#9"EDP"	""#9"DATA ADMINISTRATION"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"Electronic Mail (E-Mail)"	""#9"E-Mail"	""#9"DISPOSAL|POLICY|PRIVACY|PROCEDURES|RISK MANAGEMENT|SECURITY|STANDARDS"#9""#9"Mail Management|Records"	"RMO Keyword AAA"	"subject descriptor"	""
"Electronic Surveillance"	""	""#9"SECURITY"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Eligibility Lists"	""#9""	""#9"RECRUITMENT"#9""#9""	"RMO Keyword AAA"	"subject descriptor"	""
"E-Mail"	"An acronym for Electronic Mail. 
"	""#9"Electronic Mail (E-Mail)"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Emergency (procedures)"	"Written procedures to be followed in the event of an emergency. Includes evacuation procedures, fire drill, and first aid procedures.
 
See Counter Disaster Plan for planning for prevention, preparedness, reaction and recovery from disasters.

See Essential Services Contingency Plan for planning for the continued availability of essential services (of separate from the Counter Disaster Plan)."#9""	""#9"POLICY|PROCEDURES|SECURITY"#9""#9"Counter Disaster Plan|Essential Services Contingency Plan|Evacuations|Fire Drill|Fire Escapes|First Aid"	"RMO Keyword AAA"	"subject descriptor"	""
"Employee Participation"	""	""#9"REPRESENTATIVES|Worker Participation"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Employee Relations"	""	""#9"INDUSTRIAL RELATIONS"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Employees"	""	""#9"PERSONNEL"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"EMPLOYMENT CONDITIONS"	"The activities associated with managing the general conditions of employment for personnel.

See the Personnel Handbook for matters relating to employment and recruitment."#9"Casual Employees/Labour|Conditions of Employment|Relief/Relieving Staff|Temporary Staff"	""#9"PERSONNEL"#9"Aboriginal Employment Scheme|Address Lists|Appointments|Apprenticeships|Attendance|Barriers (overtime, etc.)|Cadets/Cadetships (personnel)|Childcare|Citizenship|Consultants|Context Analysis|Contracts|Criminal Record Checks|Defaults|Flexible Hours|Flexible Work Practices|Health Declarations|Induction|Interpreters|Job Assist Scheme|Performance Agreements|Promotions (personnel)|Redeployment|Scholarships|Secondments|Senior Executive Service (SES)|Time Sheets|Traineeships|Transfers|Volunteers|Working Hours"#9"POLICY|PROCEDURES|SEPARATIONS"	"RMO Keyword AAA"	"activity descriptor"	""
"Employment Hours"	""	""#9"Working Hours"#9""#9""#9""	"RMO Keyword AAA"	"non-preferred"	""
"Energy"	"Managing, controlling and economising the energy usage of the organisation. Includes planning strategies, drafting policy, and reporting on energy usage. "#9""	""#9"COMPLIANCE|PLANNING|POLICY|PROCEDURES|REPORTING"#9""#9"Electricity|Heating"	"RMO Keyword AAA"	"subject descriptor"	""
"ENQUIRIES"	"The activities associated with the handling of requests for information about the organisation and its services by the general public or another organisation.

See INQUIRIES for investigations of inquiry by parliamentary committees.

Tip: INFORMATION MANAGEMENT - ENQUIRIES - Freedom of Information (FOI) may be used for requests for information regarding Freedom of Information (FOI).  See INFORMATION MANAGEMENT - CASES where all aspects of a Freedom of Information (FOI) application need to be handled on one file, for legislative or operational reasons. "#9"Inquiries (request for information)"	""#9"COMMUNITY RELATIONS|INFORMATION MANAGEMENT|PUBLICATION"#9"Archives|Discovery Orders|Freedom of Information (FOI)|Help/Information Desks|Library Materials|Ministerial Certificates|Records"#9""	"RMO Keyword AAA"	"activity descriptor"	""
"Enterprise Agreements"	"The results of discussions between employers and employee representatives that review employment practices to more appropriately meet both the employee and the organisation's needs."#9"Conditions of Employment|Workplace Agreements"	""#9"ENTERPRISE BARGAINING"#9""#9"Determinations"	"RMO Keyword AAA"	"subject descriptor"	""
